exercicio;periodo;periodicidade;instituicao;cod_ibge;uf;co_poder;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;Depositos;Depósitos;51219466,5
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;Depositos;Depósitos;54171765,2
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RPNaoProcessadosDeExerciciosAnteriores;RP Não-Processados de Exercícios Anteriores;12977401,89
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaConsolidadaPrevidenciaria;DÍVIDA CONSOLIDADA PREVIDENCIÁRIA (IX);386877451,4
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaConsolidadaPrevidenciaria;DÍVIDA CONSOLIDADA PREVIDENCIÁRIA (IX);386877451,4
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaConsolidadaPrevidenciariaPassivoAtuarial;Passivo Atuarial;386877451,4
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaConsolidadaPrevidenciariaPassivoAtuarial;Passivo Atuarial;386877451,4
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DeducoesDaDividaConsolidadaPrevidenciaria;DEDUÇÕES (X);976463797,68
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DeducoesDaDividaConsolidadaPrevidenciaria;DEDUÇÕES (X);1130675863,82
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DisponibilidadeDeCaixaBrutaPrevidenciaria;Disponibilidade de Caixa Bruta;83895587,23
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DisponibilidadeDeCaixaBrutaPrevidenciaria;Disponibilidade de Caixa Bruta;83624037,67
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;InvestimentosAtivo;Investimentos;895775707,71
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;InvestimentosAtivo;Investimentos;1040505763,94
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DemaisHaveresFinanceirosPrevidenciarios;Demais Haveres Financeiros;1111935,31
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DemaisHaveresFinanceirosPrevidenciarios;Demais Haveres Financeiros;10014241,66
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RestosAPagarProcessados;(-) Restos a Pagar Processados;4319432,57
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RestosAPagarProcessados;(-) Restos a Pagar Processados;3468179,45
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ObrigacoesNaoIntegrantesDaDC;Obrigações Não Integrantes da Dívida Consolidada;29572723,59
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ObrigacoesNaoIntegrantesDaDC;Obrigações Não Integrantes da Dívida Consolidada;45811460,28
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaConsolidadaLiquidaPrevidenciaria;DÍVIDA CONSOLIDADA LÍQUIDA PREVIDENCIÁRIA (XI) = (IX - X);-589586346,28
2015;1;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaConsolidadaLiquidaPrevidenciaria;DÍVIDA CONSOLIDADA LÍQUIDA PREVIDENCIÁRIA (XI) = (IX - X);-743798412,42
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaConsolidada;DÍVIDA CONSOLIDADA - DC (I);835208380,45
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaConsolidada;DÍVIDA CONSOLIDADA - DC (I);957064783,09
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaConsolidada;DÍVIDA CONSOLIDADA - DC (I);1034960025,8
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaContratual;Dívida Contratual;835208380,45
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaContratual;Dívida Contratual;957064783,09
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaContratual;Dívida Contratual;1034960025,8
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaContratualInterna;Interna;679568730,21
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaContratualInterna;Interna;781655229,23
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaContratualInterna;Interna;805367541,33
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaContratualExterna;Externa;155639650,24
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaContratualExterna;Externa;175409553,86
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaContratualExterna;Externa;229592484,47
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DeducoesDaDividaConsolidada;DEDUÇÕES (II);239169105,4
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DeducoesDaDividaConsolidada;DEDUÇÕES (II);578621780,83
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DeducoesDaDividaConsolidada;DEDUÇÕES (II);544841881,35
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DisponibilidadeDeCaixaBruta;Disponibilidade de Caixa Bruta;363018367,16
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DisponibilidadeDeCaixaBruta;Disponibilidade de Caixa Bruta;564857690,84
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DisponibilidadeDeCaixaBruta;Disponibilidade de Caixa Bruta;524906857,24
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DemaisHaveresFinanceiros;Demais Haveres Financeiros;23124007,93
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DemaisHaveresFinanceiros;Demais Haveres Financeiros;27636859,03
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DemaisHaveresFinanceiros;Demais Haveres Financeiros;28071636,82
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RestosAPagarProcessadosExcetoPrecatorios;(-) Restos a Pagar Processados (Exceto Precatórios);146973269,69
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RestosAPagarProcessadosExcetoPrecatorios;(-) Restos a Pagar Processados (Exceto Precatórios);13872769,04
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;RestosAPagarProcessadosExcetoPrecatorios;(-) Restos a Pagar Processados (Exceto Precatórios);8136612,71
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaConsolidadaLiquida;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);596039275,05
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaConsolidadaLiquida;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);378443002,26
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DividaConsolidadaLiquida;DÍVIDA CONSOLIDADA LÍQUIDA (DCL) (III) = (I - II);490118144,45
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;RGF2ReceitaCorrenteLiquida;RECEITA CORRENTE LÍQUIDA - RCL;3683685160,7
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;RGF2ReceitaCorrenteLiquida;RECEITA CORRENTE LÍQUIDA - RCL;3702814573,09
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;RGF2ReceitaCorrenteLiquida;RECEITA CORRENTE LÍQUIDA - RCL;3724408077,57
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;PercentualDaDCSobreARCL;% da DC sobre a RCL (I/RCL);22,67
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;PercentualDaDCSobreARCL;% da DC sobre a RCL (I/RCL);25,85
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;PercentualDaDCSobreARCL;% da DC sobre a RCL (I/RCL);27,79
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;PercentualDaDCLSobreARCL;% da DCL sobre a RCL (III/RCL);16,18
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;PercentualDaDCLSobreARCL;% da DCL sobre a RCL (III/RCL);10,22
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;PercentualDaDCLSobreARCL;% da DCL sobre a RCL (III/RCL);13,16
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;LimiteDefinidoPorResolucaoDoSenadoFederal;LIMITE DEFINIDO POR RESOLUÇÃO DO SENADO FEDERAL;4469289693,08
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;LimiteDeAlerta;LIMITE DE ALERTA (inciso III do § 1º do art. 59 da LRF);4022360723,78
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DetalheDaDividaContratual;DÍVIDA CONTRATUAL (IV = V + VI + VII + VIII);835208380,95
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DetalheDaDividaContratual;DÍVIDA CONTRATUAL (IV = V + VI + VII + VIII);957064783,09
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;DetalheDaDividaContratual;DÍVIDA CONTRATUAL (IV = V + VI + VII + VIII);1034960025,8
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ParcelamentoDeDividas;PARCELAMENTO DE DÍVIDAS (VI);234332937,37
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ParcelamentoDeDividas;PARCELAMENTO DE DÍVIDAS (VI);248111816,41
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ParcelamentoDeDividas;PARCELAMENTO DE DÍVIDAS (VI);244355375,68
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ParcelamentoDeDividasDeContribuicoesSociais;De Contribuições Sociais;234083485,45
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociais;De Contribuições Sociais;247894485,02
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociais;De Contribuições Sociais;244162411,8
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ParcelamentoDeDividasDeContribuicoesSociaisPrevidenciarias;Previdenciárias;222435299,97
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociaisPrevidenciarias;Previdenciárias;215241971,93
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociaisPrevidenciarias;Previdenciárias;212373794,47
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ParcelamentoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;Demais Contribuições Sociais;11648185,48
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;Demais Contribuições Sociais;32652513,09
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ParcelamentoDeDividasDeContribuicoesSociaisDemaisContribuicoesSociais;Demais Contribuições Sociais;31788617,33
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;ParcelamentoDeDividasDoFGTS;Do FGTS;249451,92
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;ParcelamentoDeDividasDoFGTS;Do FGTS;217331,39
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 2º Quadrimestre;ParcelamentoDeDividasDoFGTS;Do FGTS;192963,88
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;SALDO DO EXERCÍCIO ANTERIOR;DividaComInstituicaoFinanceira;DÍVIDA COM INSTITUIÇÃO FINANCEIRA (VII);600875443,58
2015;2;Q;Prefeitura Municipal de Recife - PE;2611606;PE;E;1608488;RGF-Anexo 02;M;;Até o 1º Quadrimestre;DividaComInstituicaoFinanceira;DÍVIDA COM INSTITUIÇÃO FINANCEIRA (VII);708952966,68
